VendorID,pickup_datetime,pickup_longitude,pickup_lattitude,fare_amount,tip_amount,passenger_count,trip_distance
2,2015010300,-73.937759399414063,40.703517913818359,23,2,1,6.24
1,2015010300,-73.97625732421875,40.728736877441406,9.5,1,2,1.80
1,2015010300,-73.967399597167969,40.784564971923828,4.5,0,1,.90
2,2015010300,-73.991706848144531,40.726783752441406,14,3.62,1,3.56
1,2015010300,-73.987236022949219,40.760971069335938,6,1.45,1,.80
1,2015010300,-73.975105285644531,40.755847930908203,6,1,1,1.40
2,2015010300,-73.987014770507812,40.726005554199219,7.5,1.6,1,1.24
2,2015010300,-73.996795654296875,40.714916229248047,12.5,0,1,3.25
2,2015010300,-73.982231140136719,40.757484436035156,38,0,2,13.24
2,2015010300,-73.979331970214844,40.776744842529297,9,3,5,2.18
1,2015010300,-74.001983642578125,40.740776062011719,8.5,1.9,2,2.00
1,2015010300,-73.981582641601562,40.724536895751953,11.5,2,2,3.40
2,2015010300,-73.983673095703125,40.749763488769531,12.5,3.25,1,3.54
1,2015010300,0,0,9,0,3,2.40
2,2015010300,-73.976768493652344,40.681838989257813,22.5,0,2,6.79
2,2015010300,-73.995948791503906,40.750808715820312,10.5,1,2,1.96
1,2015010300,-73.993301391601563,40.741111755371094,6,1.45,3,.90
1,2015010300,-73.981521606445313,40.729217529296875,6,0,2,.80
1,2015010300,-73.967460632324219,40.763160705566406,10,2.2,1,2.90
2,2015010300,-73.988258361816406,40.723388671875,9,1.9,1,2.37
1,2015010300,-73.959014892578125,40.809211730957031,6,1.45,1,.70
1,2015010300,-73.982902526855469,40.730678558349609,12.5,0,2,2.70
1,2015010300,-73.9853515625,40.727504730224609,32,0,1,11.00
2,2015010300,-73.983352661132813,40.76629638671875,3.5,0,1,.32
1,2015010300,0,0,3.5,0,2,.20
2,2015010300,-73.9876708984375,40.732902526855469,7.5,1.6,2,1.42
2,2015010300,-74.007820129394531,40.724040985107422,10,1,1,2.45
1,2015010300,-74.002250671386719,40.734466552734375,12,0,1,3.30
2,2015010300,-73.874618530273438,40.774093627929688,26.5,6.47,6,9.21
2,2015010300,-73.991256713867188,40.760501861572266,8,1.7,1,1.69
2,2015010300,-73.986732482910156,40.761150360107422,8,0,3,2.03
2,2015010300,-73.960380554199219,40.715290069580078,6.5,1.4,2,.71
2,2015010300,-73.995857238769531,40.764266967773438,9.5,2,3,2.38
2,2015010300,-73.995468139648438,40.723812103271484,7,1.5,6,1.31
1,2015010300,-73.976036071777344,40.748653411865234,5.5,0,1,1.30
2,2015010300,-73.961067199707031,40.716201782226563,11.5,0,1,2.75
1,2015010300,-73.953193664550781,40.771732330322266,7,1,1,1.50
1,2015010300,-73.991195678710938,40.735977172851563,9.5,0,1,1.80
1,2015010300,-73.979026794433594,40.747566223144531,3,0,1,.20
2,2015010300,-73.78204345703125,40.644660949707031,39,7.9,1,14.14
1,2015010300,-73.957771301269531,40.801143646240234,3.5,0,1,.40
1,2015010300,-73.976760864257813,40.788295745849609,20.5,0,1,5.60
1,2015010300,-73.802528381347656,40.714611053466797,26.5,6,1,9.30
2,2015010300,-73.981170654296875,40.7376708984375,5.5,1.5,5,.98
1,2015010300,-73.97198486328125,40.749927520751953,25.5,3,1,8.10
1,2015010300,-73.956634521484375,40.712474822998047,5,1.25,1,.90
2,2015010300,-74.001007080078125,40.746238708496094,38.5,11.7,1,13.45
2,2015010300,-73.981201171875,40.753570556640625,9,1,1,2.18
1,2015010300,-74.003700256347656,40.750766754150391,7,1.65,3,1.10
1,2015010300,-73.985038757324219,40.748176574707031,26,6.8,1,7.90
1,2015010300,-74.002349853515625,40.708724975585938,17,20.88,2,4.10
1,2015010300,-73.98779296875,40.722549438476563,16.5,3.55,1,5.00
1,2015010300,-73.998550415039062,40.724536895751953,7.5,0,1,1.00
1,2015010300,-74.003829956054687,40.750709533691406,7,1.65,2,1.30
1,2015010300,-73.987625122070313,40.7325439453125,5.5,1.35,3,1.10
2,2015010300,-73.989891052246094,40.757469177246094,11.5,3.6,1,2.94
2,2015010300,-73.980567932128906,40.738430023193359,7,1,1,1.30
1,2015010300,-74.002082824707031,40.734977722167969,10.5,2.3,1,2.40
2,2015010300,-73.988883972167969,40.768775939941406,6.5,0,1,1.28
2,2015010300,-73.987861633300781,40.738208770751953,10.5,2.2,3,2.29
2,2015010300,-73.990959167480469,40.733901977539063,6.5,0,1,1.34
1,2015010300,-73.987075805664063,40.720741271972656,19.5,0,1,5.80
2,2015010300,0,0,8,1.7,2,1.60
2,2015010300,-73.996253967285156,40.744541168212891,4.5,1.25,1,.80
1,2015010300,-73.993934631347656,40.735748291015625,6,0,2,.60
2,2015010300,-73.99530029296875,40.754875183105469,5,0,1,.76
1,2015010300,0,0,17.5,3.7,1,5.10
1,2015010300,-73.986869812011719,40.761203765869141,7,0,1,1.20
1,2015010300,-74.008560180664063,40.743152618408203,4,0,1,.40
2,2015010300,-73.971534729003906,40.754859924316406,8,0,1,1.15
1,2015010300,-73.977470397949219,40.745582580566406,13,1,2,3.30
2,2015010300,-74.000686645507813,40.722137451171875,8,0,1,1.10
