VendorID,pickup_datetime,pickup_longitude,pickup_lattitude,fare_amount,tip_amount,passenger_count,trip_distance
2,2015010800,-74.006263732910156,40.733623504638672,12.5,1,1,3.35
2,2015010800,-73.99102783203125,40.727851867675781,14,1.5,5,3.68
2,2015010800,-73.987968444824219,40.728755950927734,24.5,0,1,8.68
2,2015010800,-73.960159301757813,40.762401580810547,11.5,0,1,2.84
1,2015010800,-73.986656188964844,40.747676849365234,7,1.66,2,1.40
2,2015010800,-73.7767333984375,40.64532470703125,34,5.7,1,11.62
2,2015010800,-73.984100341796875,40.757381439208984,7,1.88,5,1.23
2,2015010800,-74.008255004882813,40.708206176757813,7.5,0,6,1.78
2,2015010800,-73.965301513671875,40.800918579101563,5,1,1,.88
1,2015010800,-73.971435546875,40.753742218017578,6,1.82,1,1.20
1,2015010800,-73.999565124511719,40.728355407714844,10.5,2.95,1,2.20
2,2015010800,-73.996894836425781,40.729728698730469,21,4.3,1,5.87
2,2015010800,-73.996246337890625,40.763710021972656,5.5,0,1,.90
2,2015010800,-73.99658203125,40.732109069824219,7,0,1,1.23
1,2015010800,-73.955101013183594,40.718292236328125,3.5,0,1,.50
2,2015010800,-73.991569519042969,40.744716644287109,8,1.7,2,1.66
2,2015010800,-73.984153747558594,40.759811401367188,13,2.7,2,3.57
1,2015010800,-73.999710083007812,40.726821899414063,17,3.65,1,5.20
1,2015010800,-73.991874694824219,40.726455688476563,9.5,0,1,2.00
1,2015010800,-74.033294677734375,40.781147003173828,58,11.65,1,.00
1,2015010800,-73.990127563476563,40.731887817382813,12.5,0,1,3.20
1,2015010800,-73.966339111328125,40.712947845458984,18,0,1,4.90
1,2015010800,-73.988357543945313,40.735031127929688,25.5,6.7,1,7.30
2,2015010800,-74.009902954101562,40.704620361328125,21.5,4.87,1,6.78
1,2015010800,-73.92333984375,40.743751525878906,42,10.82,2,14.30
1,2015010800,-73.982925415039062,40.754287719726563,13,3.55,1,3.70
2,2015010800,-73.989707946777344,40.725906372070312,9,0,3,2.26
2,2015010800,-73.978012084960938,40.752399444580078,12,2.5,1,2.81
1,2015010800,-73.95037841796875,40.772266387939453,6.5,3,1,1.20
1,2015010800,-73.789009094238281,40.642807006835938,48.5,0,1,18.20
1,2015010800,-73.98699951171875,40.766101837158203,6,0.7,1,1.40
2,2015010800,-73.967857360839844,40.792545318603516,3.5,0,4,.52
2,2015010800,-73.929702758789063,40.756656646728516,4,0,1,.53
2,2015010800,-73.971282958984375,40.751224517822266,4,0.9,2,.61
1,2015010800,-73.999465942382813,40.728313446044922,23.5,0,1,7.50
2,2015010800,-73.977394104003906,40.779533386230469,3.5,0,1,.38
1,2015010800,-73.98828125,40.727775573730469,21,0,3,6.60
1,2015010800,-73.870994567871094,40.773860931396484,32.5,7.8,4,11.30
2,2015010800,-73.988136291503906,40.736167907714844,5.5,0,5,.91
1,2015010800,-73.976181030273438,40.763751983642578,20.5,0,3,5.80
2,2015010800,-73.951339721679688,40.782478332519531,6,0,1,1.41
2,2015010800,-73.87481689453125,40.774070739746094,30,8.96,1,10.75
2,2015010800,-73.999847412109375,40.733173370361328,35,7.1,1,11.07
2,2015010800,-73.982223510742188,40.777576446533203,5.5,1.5,1,1.13
2,2015010800,-73.871078491210937,40.773773193359375,42,0,1,14.83
2,2015010800,-73.993316650390625,40.721908569335938,7,1.5,2,1.64
2,2015010800,-73.991157531738281,40.755588531494141,11,2.88,1,2.73
2,2015010800,-73.986007690429688,40.726703643798828,17.5,0,1,5.55
2,2015010800,-73.999343872070312,40.744266510009766,9.5,2,1,2.15
1,2015010800,-73.989921569824219,40.735073089599609,32.5,7,2,10.40
2,2015010800,-73.976936340332031,40.784946441650391,5,0,2,.88
2,2015010800,-73.789237976074219,40.647117614746094,52,11.47,1,16.80
2,2015010800,-73.970039367675781,40.794456481933594,5.5,0,2,1.08
1,2015010800,-74.004493713378906,40.716018676757813,19,0,1,5.30
1,2015010800,-74.004203796386719,40.751945495605469,5.5,0,1,.90
1,2015010800,-73.985916137695313,40.738765716552734,17.5,0,1,4.90
2,2015010800,-73.987937927246094,40.722476959228516,34,0,3,12.28
2,2015010800,-73.981300354003906,40.755245208740234,13.5,0,1,3.86
2,2015010800,-73.989692687988281,40.665172576904297,7,1.88,3,1.75
2,2015010800,-73.984138488769531,40.737400054931641,12.5,1.5,1,3.53
2,2015010800,-73.991798400878906,40.726070404052734,14,3,2,3.43
2,2015010800,-73.984230041503906,40.763023376464844,13.5,2.8,5,3.57
1,2015010800,-73.9815673828125,40.761676788330078,7.5,0,2,1.20
2,2015010800,-73.988723754882813,40.727340698242187,4.5,0,1,.49
1,2015010800,-73.979263305664063,40.752834320068359,6.5,0,1,1.20
2,2015010800,-73.791763305664063,40.660697937011719,52,11.47,2,16.49
1,2015010800,-73.953353881835937,40.675281524658203,5.5,0,1,1.10
1,2015010800,-73.986831665039062,40.7210693359375,15,3.26,1,4.30
2,2015010800,-73.987403869628906,40.748035430908203,20.5,1,1,6.06
2,2015010800,-73.977828979492188,40.75335693359375,9,1.9,2,1.90
1,2015010800,-74.007217407226563,40.748695373535156,10,2,1,2.70
1,2015010800,-73.9892578125,40.744407653808594,5.5,0,1,.80
2,2015010800,-73.990310668945313,40.750698089599609,6.5,0,1,.81
2,2015010800,-73.789993286132812,40.643993377685547,52,5,1,20.18
2,2015010800,-73.914871215820313,40.757034301757813,8,0,3,1.64
2,2015010800,-73.949066162109375,40.706951141357422,13.5,4.2,3,3.55
2,2015010800,-73.98779296875,40.717578887939453,8,0,2,.00
2,2015010800,-73.97393798828125,40.764190673828125,6.5,2,1,.99
2,2015010800,-73.985649108886719,40.758049011230469,4,1.12,1,.50
2,2015010800,-73.953422546386719,40.775745391845703,30.5,6.2,1,9.76
2,2015010800,-73.95953369140625,40.711578369140625,26.5,4,1,8.35
1,2015010800,-73.99407958984375,40.741073608398437,5.5,1.35,1,.80
2,2015010800,-73.972427368164062,40.755702972412109,19.5,0,1,5.98
2,2015010800,-73.979911804199219,40.742340087890625,4.5,0,4,.76
2,2015010800,-73.979469299316406,40.781623840332031,31.5,0,2,10.21
1,2015010800,-73.992179870605469,40.740032196044922,14.5,0,1,4.10
1,2015010800,-73.985557556152344,40.726799011230469,17.5,2,1,4.10
2,2015010800,-74.000518798828125,40.729938507080078,5,0,1,.64
1,2015010800,-73.973304748535156,40.685935974121094,5,1.25,1,.80
2,2015010800,-74.010009765625,40.70556640625,18,5.55,1,5.68
2,2015010800,-73.870849609375,40.773700714111328,12,0,1,3.47
1,2015010800,-73.988319396972656,40.743431091308594,7,1.65,1,1.40
2,2015010800,-73.992050170898438,40.753997802734375,6.5,0,5,1.29
2,2015010800,-73.955909729003906,40.771926879882813,11.5,2.4,1,3.11
1,2015010800,-73.960769653320313,40.769634246826172,6,1,1,1.00
1,2015010800,-74.00567626953125,40.740642547607422,9.5,1,2,2.20
2,2015010800,-74.00299072265625,40.734291076660156,14,3.62,1,3.78
2,2015010800,-74.001510620117187,40.730522155761719,5,1.65,5,.71
1,2015010800,-73.781959533691406,40.64459228515625,26.5,0,1,9.00
1,2015010800,-73.976776123046875,40.787689208984375,25.5,0,1,9.00
2,2015010800,-73.9906005859375,40.761150360107422,16,0,1,4.01
1,2015010800,-73.986923217773437,40.736495971679688,7,1,1,1.60
1,2015010800,-73.975982666015625,40.748569488525391,3.5,7,1,.40
1,2015010800,-73.784461975097656,40.648574829101563,52,8,1,18.30
2,2015010800,-73.973869323730469,40.747623443603516,7,1,6,1.30
2,2015010800,-73.9569091796875,40.786361694335938,9.5,1.2,1,2.68
2,2015010800,-73.97509765625,40.750133514404297,10.5,2.2,1,3.20
2,2015010800,-73.984199523925781,40.761981964111328,6,1.3,5,1.16
1,2015010800,-73.9891357421875,40.741069793701172,21,0,1,6.20
2,2015010800,-74.010948181152344,40.718540191650391,21,4.3,2,5.85
1,2015010800,-73.98193359375,40.771614074707031,14.5,3,2,3.20
2,2015010800,-73.987953186035156,40.721305847167969,15.5,0,2,4.66
2,2015010800,-73.982101440429688,40.751911163330078,5.5,1.2,1,.96
1,2015010800,-73.980056762695312,40.758975982666016,28.5,5.95,1,9.10
2,2015010800,-73.983062744140625,40.731491088867188,22.5,4.6,2,7.55
1,2015010800,-73.992012023925781,40.7257080078125,13,0,1,3.70
2,2015010800,-73.982368469238281,40.762355804443359,5,0,1,.92
1,2015010800,-73.978080749511719,40.756462097167969,13.5,2.95,1,3.40
1,2015010800,-73.98358154296875,40.726840972900391,18,3.85,1,4.80
1,2015010800,-74.000602722167969,40.729846954345703,23,0,1,6.50
2,2015010800,-73.963966369628906,40.797866821289063,15,3.88,1,4.60
2,2015010800,-73.992630004882813,40.730430603027344,17,1,1,4.23
1,2015010800,-73.992141723632813,40.759223937988281,5,1.25,1,.90
2,2015010800,-73.99859619140625,40.734867095947266,52,0,1,15.09
2,2015010800,-73.98040771484375,40.742557525634766,13,0,1,3.70
1,2015010800,-74.002243041992188,40.733730316162109,15.5,3.35,2,4.50
2,2015010800,-73.953773498535156,40.775253295898437,12,0,5,3.30
2,2015010800,-73.977699279785156,40.784061431884766,9,1.9,2,2.09
1,2015010800,0,0,15.5,4.2,2,4.10
2,2015010800,-73.976287841796875,40.7515869140625,32.5,9.9,2,11.14
1,2015010800,-73.969329833984375,40.756004333496094,5.5,2.04,1,.80
1,2015010800,-73.980781555175781,40.7589111328125,12.5,2.2,2,3.50
1,2015010800,-73.977104187011719,40.755561828613281,6.5,1,1,1.50
1,2015010800,0,0,3.5,0,1,.20
2,2015010800,-73.87457275390625,40.774078369140625,40.5,0,1,13.48
1,2015010800,0,0,109,23.1,1,30.70
1,2015010800,-74.005531311035156,40.745903015136719,3,0,1,.30
1,2015010800,-73.983024597167969,40.7305908203125,28.5,1,2,9.10
2,2015010800,-73.976463317871094,40.747627258300781,13,2.7,1,3.24
1,2015010800,-73.980384826660156,40.780326843261719,8,0,1,2.00
1,2015010800,-73.988204956054688,40.727954864501953,11.5,0,1,3.00
1,2015010800,-73.979576110839844,40.760044097900391,7,1.65,1,1.30
2,2015010800,-74.005279541015625,40.734580993652344,19,0,1,5.06
2,2015010800,-73.9891357421875,40.734287261962891,23,0,1,6.61
1,2015010800,-73.994956970214844,40.743846893310547,5.5,0,1,.80
1,2015010800,-74.003463745117188,40.743484497070313,4.5,1.15,1,.80
1,2015010800,-73.961532592773438,40.771133422851563,20.5,0,1,6.40
1,2015010800,-73.96728515625,40.766578674316406,8.5,1.95,1,2.10
2,2015010800,-74.002998352050781,40.733478546142578,6,1.3,2,.89
2,2015010800,-73.969581604003906,40.754657745361328,7.5,0,1,1.44
2,2015010800,-73.779289245605469,40.646938323974609,52,10.4,1,18.16
1,2015010800,-73.949005126953125,40.744720458984375,2.5,0,1,.00
1,2015010800,-73.983993530273437,40.750640869140625,6,0,2,1.10
2,2015010800,-73.982719421386719,40.771591186523438,6,0,3,1.08
1,2015010800,-73.989547729492188,40.762744903564453,19.5,6.2,1,5.80
2,2015010800,-73.980400085449219,40.780391693115234,4.5,0,1,.80
1,2015010800,-73.986724853515625,40.746814727783203,7.5,1.2,1,1.60
2,2015010800,-73.992889404296875,40.762718200683594,13.5,0,1,3.66
2,2015010800,-73.987411499023437,40.754955291748047,7,1,3,1.09
1,2015010800,-73.942756652832031,40.753772735595703,9,2.06,1,2.20
2,2015010800,-73.961936950683594,40.805618286132813,7,1,1,1.40
1,2015010800,-74.008781433105469,40.718544006347656,20,6.35,1,6.10
1,2015010800,-73.979034423828125,40.750240325927734,9.5,2,1,2.40
1,2015010800,-73.99200439453125,40.749000549316406,23,3,1,6.50
2,2015010800,-73.979850769042969,40.765598297119141,5.5,0,1,1.02
1,2015010800,-73.997909545898437,40.725906372070312,19.5,4.16,1,5.20
1,2015010800,-73.986083984375,40.752273559570312,6,1,1,1.20
2,2015010800,-73.986068725585937,40.761325836181641,16,3.3,1,4.21
1,2015010800,-73.987083435058594,40.729469299316406,11.5,0,1,3.00
1,2015010800,-73.949226379394531,40.777023315429687,6.5,0,1,1.60
1,2015010800,-73.956031799316406,40.694530487060547,5.5,0,1,1.10
1,2015010800,-73.95013427734375,40.705654144287109,9,2.05,1,1.90
2,2015010800,-73.954978942871094,40.76654052734375,5,1.38,1,.92
2,2015010800,-73.957847595214844,40.701568603515625,5,0,1,.70
1,2015010800,-73.987892150878906,40.764743804931641,10,0.06,2,2.10
2,2015010800,-73.990325927734375,40.744361877441406,14.5,2,1,4.12
1,2015010800,-73.977867126464844,40.684539794921875,8.5,0,1,2.20
2,2015010800,-73.995872497558594,40.764461517333984,14.5,3,1,4.11
2,2015010800,-73.957496643066406,40.801544189453125,9.5,0,1,2.07
2,2015010800,-73.984481811523438,40.736797332763672,23.5,4,2,6.59
2,2015010800,-74.003883361816406,40.737415313720703,7.5,0,1,1.42
2,2015010800,-73.989356994628906,40.752021789550781,10,0,2,2.55
1,2015010800,-73.985328674316406,40.76019287109375,7,2.07,1,1.10
2,2015010800,-73.782562255859375,40.644615173339844,53.5,0,1,20.11
2,2015010800,-73.9874267578125,40.760578155517578,32.5,0,5,10.96
2,2015010800,-73.96923828125,40.761157989501953,7.5,0,1,1.79
1,2015010800,-73.874732971191406,40.773941040039063,20.5,3,1,6.80
1,2015010800,-74.004524230957031,40.719951629638672,14,3.5,1,3.60
1,2015010800,-73.991996765136719,40.729194641113281,30.5,0,1,11.00
2,2015010800,-73.986183166503906,40.757160186767578,7.5,0,2,1.84
1,2015010800,-73.957504272460938,40.770133972167969,9.5,1,1,2.00
2,2015010800,-73.957733154296875,40.814964294433594,3.5,0,1,.48
1,2015010800,-73.992393493652344,40.734546661376953,7,0,1,1.70
1,2015010800,-73.997749328613281,40.756576538085937,8,1.86,1,2.10
1,2015010800,-74.011703491210938,40.7078857421875,29.5,7.7,1,9.70
2,2015010800,-73.997772216796875,40.745059967041016,13.5,2.8,1,3.82
2,2015010800,-74.006660461425781,40.731582641601563,21,0,2,6.41
2,2015010800,-73.874412536621094,40.773971557617187,33.5,0,1,12.16
1,2015010800,-73.987258911132813,40.735794067382813,14.5,0,1,1.70
2,2015010800,-73.981437683105469,40.747268676757813,6,1.3,1,1.30
1,2015010800,-73.996734619140625,40.725555419921875,13,0,1,3.10
2,2015010800,-73.98046875,40.734115600585937,9.5,0,6,2.97
1,2015010800,-73.891563415527344,40.746761322021484,4.5,0,1,.60
2,2015010800,-73.98406982421875,40.754890441894531,11.5,0,6,3.55
