VendorID,pickup_datetime,pickup_longitude,pickup_lattitude,fare_amount,tip_amount,passenger_count,trip_distance
2,2015012100,-73.986259460449219,40.746181488037109,19.5,2,1,5.54
1,2015012100,-73.98553466796875,40.760997772216797,13,3.55,1,3.30
1,2015012100,-73.971420288085938,40.795131683349609,11,3.05,1,2.80
1,2015012100,-73.987236022949219,40.733089447021484,13.5,0,1,4.00
2,2015012100,-73.986518859863281,40.760910034179688,13,2.86,1,3.11
1,2015012100,-73.977828979492188,40.752498626708984,5,0,1,.80
2,2015012100,-74.007759094238281,40.7408447265625,16,4.95,3,4.33
2,2015012100,-73.967269897460937,40.753528594970703,9,22.58,1,1.48
1,2015012100,-73.9671630859375,40.803741455078125,17,3,1,4.60
1,2015012100,-74.01007080078125,40.714447021484375,19.5,0,1,.00
1,2015012100,-73.966911315917969,40.764999389648438,7.5,1,1,1.50
2,2015012100,-73.973342895507813,40.763790130615234,7.5,1.6,1,1.80
1,2015012100,-74.002731323242188,40.734264373779297,10,4,1,2.40
1,2015012100,-73.972671508789063,40.748802185058594,10.5,2.3,1,2.70
1,2015012100,-73.975471496582031,40.765392303466797,7.5,1.76,1,2.00
2,2015012100,-73.972244262695312,40.757762908935547,7,0,2,1.48
2,2015012100,-73.991096496582031,40.750400543212891,10,0,1,2.18
2,2015012100,-73.998970031738281,40.744510650634766,9.5,0,2,2.05
2,2015012100,-73.999710083007812,40.734233856201172,55,16.89,1,19.36
2,2015012100,-73.985061645507813,40.760295867919922,4,3,1,.35
2,2015012100,-73.950706481933594,40.809902191162109,12,0,6,3.32
1,2015012100,-73.968399047851563,40.799785614013672,14.5,3,1,3.60
1,2015012100,-73.973808288574219,40.754833221435547,6.5,1.56,1,1.40
2,2015012100,-74.009162902832031,40.716358184814453,17,3.66,1,5.44
2,2015012100,-73.985618591308594,40.738540649414062,8,1,1,2.11
1,2015012100,-73.997207641601563,40.753700256347656,5,0,1,.70
2,2015012100,-74.006492614746094,40.743961334228516,9,0,3,2.05
2,2015012100,-73.986083984375,40.722530364990234,14,3.06,1,4.40
2,2015012100,-73.992027282714844,40.729171752929688,15.5,2.5,2,4.62
1,2015012100,0,0,4.5,2.2,1,.60
1,2015012100,-73.98773193359375,40.762256622314453,4,1.05,1,.50
1,2015012100,-73.9820556640625,40.762855529785156,27.5,5.66,1,8.60
2,2015012100,-73.975372314453125,40.755256652832031,14.5,4.5,1,4.30
2,2015012100,-73.986167907714844,40.7623291015625,18.5,0,2,5.30
1,2015012100,-73.994438171386719,40.721813201904297,31,0,3,9.70
1,2015012100,-73.956291198730469,40.718814849853516,16.5,2,2,4.20
2,2015012100,-73.99237060546875,40.759151458740234,12.5,0,5,3.40
2,2015012100,-73.996383666992188,40.690505981445313,5,2,5,.75
1,2015012100,-73.991455078125,40.727001190185547,24.5,6.45,1,8.30
2,2015012100,-73.968406677246094,40.758941650390625,8.5,1.8,5,2.56
1,2015012100,-73.976593017578125,40.739479064941406,5,1,1,1.10
2,2015012100,-74.003135681152344,40.727554321289063,6.5,0,1,.98
1,2015012100,-73.993385314941406,40.752384185791016,10.5,2,1,2.60
2,2015012100,-73.999542236328125,40.733489990234375,5.5,0,1,.95
1,2015012100,-73.971717834472656,40.7581787109375,14.5,3.15,1,4.10
2,2015012100,-73.998336791992188,40.75067138671875,8,0,3,1.59
2,2015012100,-73.986587524414063,40.759235382080078,13.5,2,1,3.56
2,2015012100,-73.997322082519531,40.722461700439453,12,2.5,1,3.06
1,2015012100,-74.002090454101563,40.739555358886719,50.5,0,2,17.20
2,2015012100,-73.956138610839844,40.771919250488281,11,0,2,3.43
1,2015012100,-73.9891357421875,40.718608856201172,12.5,0,1,2.40
1,2015012100,-73.979293823242187,40.752281188964844,5,1.25,1,.90
2,2015012100,-74.003494262695313,40.720436096191406,15.5,0,1,4.34
1,2015012100,-73.970123291015625,40.759899139404297,4,0,1,.60
2,2015012100,-73.977005004882812,40.764263153076172,10.5,0,1,2.32
2,2015012100,-73.996879577636719,40.725189208984375,26.5,3,1,9.33
2,2015012100,-73.950363159179688,40.721908569335938,10,0,1,2.23
2,2015012100,-73.985580444335937,40.763118743896484,25,5.26,1,8.79
1,2015012100,-73.989334106445313,40.740650177001953,11,2.46,1,3.20
1,2015012100,-73.996162414550781,40.738178253173828,8.5,1.85,1,1.40
2,2015012100,-74.002761840820312,40.744655609130859,24.5,5,5,8.03
2,2015012100,-73.9915771484375,40.735210418701172,12,2.5,1,3.00
2,2015012100,-73.976127624511719,40.764202117919922,12,0,2,3.18
1,2015012100,-73.991310119628906,40.727634429931641,12,3.3,1,3.60
2,2015012100,-73.962173461914063,40.76055908203125,10.5,0,1,2.69
1,2015012100,-73.953384399414063,40.779434204101563,5,1,1,1.10
2,2015012100,-73.923530578613281,40.770320892333984,5,1,1,.78
1,2015012100,-73.915802001953125,40.772136688232422,31,3,1,9.30
2,2015012100,-73.776741027832031,40.645450592041016,57.5,0,1,21.13
2,2015012100,-73.989837646484375,40.720630645751953,16,3.46,5,4.42
1,2015012100,-73.976058959960937,40.744682312011719,5,1.55,1,1.00
2,2015012100,-73.938438415527344,40.804771423339844,24.5,0,1,8.06
2,2015012100,-73.978645324707031,40.751960754394531,7.5,0,1,1.55
2,2015012100,-73.99298095703125,40.730178833007813,5.5,0,1,.75
2,2015012100,-73.961387634277344,40.771598815917969,12,2.5,5,3.72
1,2015012100,-74.007835388183594,40.712833404541016,14,3.8,1,3.40
2,2015012100,-73.990638732910156,40.734951019287109,12.5,2.76,1,2.86
2,2015012100,-73.982963562011719,40.722724914550781,27,5.66,5,8.83
1,2015012100,-73.992012023925781,40.729156494140625,6.5,1.56,1,1.00
1,2015012100,-73.990341186523438,40.718093872070313,14.5,0,1,3.90
2,2015012100,-73.988327026367188,40.720073699951172,6.5,0,1,1.08
1,2015012100,-74.006492614746094,40.739173889160156,7.5,0,1,1.70
1,2015012100,-74.0059814453125,40.739967346191406,14,0,2,3.50
2,2015012100,-73.991043090820313,40.733390808105469,4.5,2,1,.76
1,2015012100,-73.977859497070312,40.752082824707031,7.5,1.75,1,1.90
2,2015012100,-73.974479675292969,40.764942169189453,11.5,2.4,1,2.95
2,2015012100,-73.987144470214844,40.722358703613281,28,5.7,1,8.94
1,2015012100,-74.002120971679688,40.734481811523438,14,0,1,3.60
2,2015012100,-73.98199462890625,40.768951416015625,12,3.75,1,3.41
1,2015012100,-73.994644165039062,40.718570709228516,8,0,1,1.40
2,2015012100,-73.999412536621094,40.753841400146484,5,0,1,1.09
2,2015012100,-73.964942932128906,40.806365966796875,4.5,0,5,.68
1,2015012100,-73.971443176269531,40.757827758789063,9.5,2.15,1,2.60
1,2015012100,-73.989288330078125,40.741989135742188,6,1,1,1.30
2,2015012100,-73.96929931640625,40.758670806884766,8.5,0,1,2.22
1,2015012100,-73.9927978515625,40.763290405273437,21.5,0,1,6.40
2,2015012100,-73.991447448730469,40.739021301269531,5.5,0,2,1.18
1,2015012100,-73.98846435546875,40.727508544921875,9.5,3.2,1,2.60
2,2015012100,-73.984397888183594,40.755001068115234,5,1.1,1,.96
1,2015012100,-74.004043579101563,40.756679534912109,20.5,0,1,6.90
2,2015012100,0,0,7,1.5,3,1.63
1,2015012100,-73.984817504882812,40.746086120605469,12,1.5,1,3.20
1,2015012100,-74.007675170898438,40.7406005859375,8.5,1.5,3,1.80
