VendorID,pickup_datetime,pickup_longitude,pickup_lattitude,fare_amount,tip_amount,passenger_count,trip_distance
1,2015010600,-73.953018188476563,40.780086517333984,5.5,0,1,1.30
2,2015010600,-73.955108642578125,40.804851531982422,4,0,5,.62
1,2015010600,-73.972419738769531,40.793895721435547,11,3.05,1,2.50
1,2015010600,-73.9954833984375,40.749336242675781,11.5,2.55,1,2.90
2,2015010600,-73.989089965820313,40.743621826171875,6,0,1,1.16
1,2015010600,-73.870918273925781,40.773845672607422,34,0,2,11.40
2,2015010600,-73.956718444824219,40.766960144042969,8,2.8,5,1.79
2,2015010600,-73.873184204101563,40.774127960205078,29,4,1,9.84
2,2015010600,-73.938514709472656,40.79608154296875,4,0,1,.63
1,2015010600,-73.782394409179688,40.644611358642578,52,7,1,22.40
1,2015010600,-73.99322509765625,40.762794494628906,17.5,0,1,5.00
2,2015010600,-73.986152648925781,40.745651245117187,4.5,1,1,.74
1,2015010600,-73.971031188964844,40.754310607910156,7,1.65,1,1.50
2,2015010600,-74.003402709960938,40.741733551025391,9.5,1,1,2.19
1,2015010600,-73.992752075195313,40.742820739746094,18,3.86,1,4.90
2,2015010600,-73.950614929199219,40.714092254638672,6.5,1.4,1,1.23
2,2015010600,-74.003219604492188,40.750595092773438,17.5,0,2,4.82
1,2015010600,-73.949195861816406,40.714065551757813,9.5,1.5,1,2.50
2,2015010600,-73.983802795410156,40.749832153320313,12.5,0,1,3.76
1,2015010600,-73.999618530273437,40.738311767578125,5,1.25,1,.70
1,2015010600,-73.984832763671875,40.749309539794922,9.5,0,1,2.70
1,2015010600,-73.975471496582031,40.750179290771484,27.5,8.64,1,9.20
1,2015010600,-73.952896118164062,40.776439666748047,7.5,2,4,1.50
1,2015010600,-73.98248291015625,40.768383026123047,12,2.66,1,2.60
2,2015010600,-73.9967041015625,40.747718811035156,7.5,1.6,1,1.43
1,2015010600,-73.866241455078125,40.770721435546875,28.5,5.95,1,10.30
2,2015010600,-73.986198425292969,40.747333526611328,6.5,0,5,1.28
1,2015010600,-73.7767333984375,40.645355224609375,52,11.6,1,18.30
1,2015010600,0,0,52,10,1,18.30
1,2015010600,-73.98284912109375,40.76312255859375,21.5,7,1,5.10
2,2015010600,-73.9127197265625,40.730220794677734,52,12,6,8.29
1,2015010600,-74.005722045898437,40.740554809570313,7.5,1,1,1.70
1,2015010600,-73.959701538085938,40.760261535644531,10.5,0,1,2.10
1,2015010600,-73.956512451171875,40.771270751953125,6,0,1,1.10
2,2015010600,-73.958335876464844,40.815994262695313,13.5,3.5,1,4.33
1,2015010600,-73.988250732421875,40.745807647705078,6,0,1,1.00
1,2015010600,-74.006866455078125,40.705417633056641,33,3.5,1,11.50
