Time,TempPerHour,VSBPerHour,PCP01PerHour
2015032916,40.000,10.000,0.000
2015032917,42.000,10.000,0.000
2015032918,44.000,10.000,0.000
2015032919,45.000,10.000,0.000
2015032920,44.000,10.000,0.000
2015032921,44.000,10.000,0.000
2015032922,39.000,10.000,0.000
2015032923,37.000,10.000,0.000
2015033000,37.000,10.000,0.000
2015033001,37.000,10.000,0.000
2015033002,37.000,10.000,0.000
2015033003,37.000,10.000,0.000
2015033004,37.000,10.000,0.000
2015033005,36.000,10.000,0.000
2015033006,37.000,10.000,0.000
2015033007,37.000,10.000,0.000
2015033008,38.000,10.000,0.000
2015033009,39.000,10.000,0.000
2015033011,38.000,10.000,None
2015033013,40.000,10.000,0.000
2015033014,40.000,10.000,0.000
2015033015,41.000,10.000,0.000
2015033016,44.000,10.000,0.000
2015033017,50.000,10.000,0.000
2015033018,52.000,10.000,0.000
2015033019,53.000,10.000,0.000
2015033020,53.000,10.000,0.000
2015033021,53.000,10.000,0.000
2015033022,52.000,10.000,0.000
2015033023,51.000,10.000,0.000
2015033100,49.000,10.000,0.000
2015033101,50.000,10.000,0.000
2015033102,48.000,10.000,0.000
2015033103,46.000,10.000,0.000
2015033105,45.000,10.000,None
2015033106,45.000,10.000,0.000
2015033107,43.000,10.000,0.000
2015033108,43.000,10.000,0.000
2015033109,42.000,10.000,0.000
2015033110,41.000,10.000,0.000
2015033111,42.000,10.000,0.000
2015033112,44.000,10.000,0.000
2015033113,46.000,10.000,0.000
2015033114,47.000,10.000,0.000
2015033115,47.000,10.000,0.000
2015033116,46.000,10.000,0.000
2015033117,45.000,10.000,None
2015033119,40.000,10.000,0.020
2015033121,40.000,10.000,0.000
2015033122,39.000,10.000,0.000
2015033123,39.000,10.000,None
2015040100,37.500,10.000,0.010
2015040102,38.000,10.000,0.000
2015040103,38.000,10.000,0.000
2015040104,37.000,10.000,0.000
2015040105,37.000,10.000,0.000
2015040106,37.000,10.000,0.000
2015040107,36.000,10.000,0.000
2015040108,35.000,10.000,0.000
2015040109,34.000,10.000,0.000
2015040110,34.000,10.000,0.000
2015040111,35.000,10.000,0.000
2015040112,39.000,10.000,0.000
2015040113,41.000,10.000,0.000
2015040114,42.000,10.000,0.000
2015040115,45.000,10.000,0.000
2015040116,47.000,10.000,0.000
2015040117,50.000,10.000,0.000
2015040118,50.000,10.000,0.000
2015040119,52.000,10.000,0.000
2015040120,52.000,10.000,0.000
2015040121,52.000,10.000,0.000
2015040122,51.000,10.000,0.000
2015040123,50.000,10.000,0.000
2015040200,48.000,10.000,0.000
2015040201,47.000,10.000,0.000
2015040202,46.000,10.000,0.000
2015040203,45.000,10.000,0.000
2015040204,43.000,10.000,0.000
2015040205,39.000,10.000,0.000
2015040206,37.000,10.000,0.000
2015040207,33.000,10.000,0.000
2015040208,34.000,10.000,0.000
2015040209,37.000,10.000,0.000
2015040210,37.000,10.000,0.000
2015040211,42.000,10.000,0.000
2015040212,46.000,10.000,0.000
2015040213,48.000,10.000,0.000
2015040214,52.000,10.000,0.000
2015040215,56.000,10.000,0.000
2015040216,53.000,10.000,0.000
2015040217,56.000,10.000,0.000
2015040218,55.000,10.000,0.000
2015040219,54.000,10.000,0.000
2015040220,53.000,10.000,0.000
2015040221,50.000,10.000,0.000
2015040222,50.000,10.000,0.000
2015040223,48.000,10.000,0.000
2015040300,49.000,10.000,0.000
2015040301,48.000,10.000,0.000
2015040302,48.000,10.000,0.000
2015040303,48.000,10.000,0.000
2015040305,47.000,10.000,0.000
2015040306,47.000,10.000,0.000
2015040310,47.000,10.000,0.010
2015040311,48.000,10.000,None
2015040312,50.000,10.000,0.000
2015040313,53.000,10.000,0.000
2015040316,54.000,8.000,0.010
2015040317,57.000,5.000,0.050
2015040318,56.000,5.000,0.020
2015040320,52.000,0.300,0.000
2015040323,48.000,0.100,0.000
2015040400,47.000,0.100,0.000
2015040401,48.000,0.100,0.000
2015040404,48.000,0.100,0.020
2015040405,48.000,0.100,None
2015040406,49.000,0.100,0.000
2015040407,47.000,0.100,0.000
2015040408,48.000,6.000,0.000
2015040411,50.000,10.000,0.000
2015040412,51.000,10.000,0.000
2015040413,53.000,10.000,0.000
2015040414,55.000,10.000,0.000
2015040415,55.000,10.000,0.000
2015040416,54.000,10.000,0.000
2015040417,55.000,10.000,0.000
2015040418,55.000,10.000,0.000
2015040419,54.000,10.000,0.000
2015040420,54.000,10.000,0.000
2015040421,53.000,10.000,0.000
2015040422,51.000,10.000,0.000
2015040423,50.000,10.000,0.000
2015040500,49.000,10.000,0.000
2015040501,47.000,10.000,0.000
2015040502,46.000,10.000,0.000
2015040503,46.000,10.000,0.000
2015040504,44.000,10.000,0.000
2015040505,43.000,10.000,0.000
2015040506,39.000,10.000,0.000
2015040507,38.000,10.000,0.000
2015040508,39.000,10.000,0.000
2015040509,40.000,10.000,0.000
2015040510,41.000,10.000,0.000
2015040511,45.000,10.000,0.000
2015040512,49.000,10.000,0.000
2015040513,51.000,10.000,0.000
2015040514,54.000,10.000,0.000
2015040515,56.000,10.000,0.000
2015040516,57.000,10.000,0.000
2015040517,63.000,10.000,0.000
2015040518,63.000,10.000,0.000
2015040519,63.000,10.000,0.000
2015040520,62.000,10.000,0.000
2015040521,62.000,10.000,0.000
2015040522,58.000,10.000,0.000
2015040523,55.000,10.000,0.000
2015040600,49.000,10.000,0.000
2015040601,50.000,10.000,0.000
2015040602,47.000,10.000,0.000
2015040603,44.000,10.000,0.000
2015040604,43.000,10.000,0.000
2015040605,40.000,10.000,0.000
2015040606,42.000,10.000,0.000
2015040607,41.000,10.000,0.000
2015040608,40.000,10.000,0.000
2015040609,40.000,10.000,0.000
2015040610,40.000,10.000,0.000
2015040611,43.000,10.000,0.000
2015040612,48.000,10.000,0.000
2015040613,54.000,10.000,0.000
2015040614,55.000,10.000,0.000
2015040615,54.000,10.000,0.000
2015040616,55.000,10.000,0.000
2015040617,56.000,10.000,0.000
2015040618,58.000,10.000,0.000
2015040619,57.000,10.000,0.000
2015040620,58.000,10.000,0.000
2015040621,56.000,10.000,0.000
2015040622,54.000,10.000,0.000
2015040623,53.000,10.000,0.000
2015040700,53.000,10.000,0.000
2015040701,52.000,10.000,0.000
2015040702,50.000,10.000,0.000
2015040703,50.000,10.000,0.000
2015040704,49.000,10.000,0.000
2015040705,48.000,10.000,0.000
2015040706,48.000,10.000,0.000
2015040707,48.000,10.000,0.000
2015040708,48.000,10.000,0.000
2015040711,49.000,10.000,None
2015040712,51.000,10.000,0.010
2015040714,57.000,10.000,0.000
2015040715,56.000,10.000,0.000
2015040717,54.000,10.000,None
2015040719,53.000,10.000,0.000
2015040720,50.000,10.000,0.000
2015040723,47.000,7.000,0.020
2015040805,44.000,10.000,0.000
2015040806,44.000,10.000,0.000
2015040807,43.000,10.000,0.000
2015040808,42.000,10.000,0.000
2015040809,42.000,10.000,0.000
2015040810,43.000,10.000,0.000
2015040811,43.000,10.000,0.000
2015040812,44.000,10.000,0.000
2015040813,46.000,10.000,0.000
2015040814,47.000,10.000,0.000
2015040815,48.000,10.000,0.000
2015040816,48.000,10.000,0.000
2015040817,48.000,10.000,0.000
2015040818,49.000,10.000,0.000
2015040819,48.000,10.000,0.000
2015040822,43.000,10.000,0.000
2015040823,42.000,10.000,0.000
2015040902,39.000,5.000,0.010
2015040905,39.000,5.000,None
2015040908,38.000,6.000,0.000
2015040911,38.000,8.000,None
2015040914,40.000,10.000,0.000
2015040915,41.000,10.000,0.000
2015040916,42.000,10.000,0.000
2015040917,42.000,10.000,0.000
2015040918,43.000,10.000,0.000
2015040919,43.000,10.000,0.000
2015040920,43.000,10.000,0.000
2015040921,44.000,10.000,0.000
2015040922,44.000,10.000,0.000
2015040923,43.000,10.000,0.000
2015041005,40.000,7.000,0.010
2015041008,40.000,3.000,0.040
2015041009,41.000,9.100,0.090
2015041010,42.000,3.000,0.040
2015041011,42.000,5.000,None
2015041013,44.000,1.000,0.010
2015041017,49.000,7.000,0.000
2015041018,49.000,1.500,0.000
2015041019,50.000,2.000,0.000
2015041020,48.000,2.000,0.000
2015041021,48.000,7.000,0.000
2015041022,50.000,10.000,0.000
2015041023,50.000,7.000,0.000
2015041100,54.000,9.100,0.000
2015041101,56.000,9.100,0.000
2015041102,56.000,8.000,0.000
2015041103,55.000,8.000,0.000
2015041104,57.000,10.000,0.000
2015041105,56.000,10.000,0.000
2015041106,56.000,10.000,0.000
2015041107,54.000,10.000,0.000
2015041108,54.000,10.000,0.000
2015041109,51.000,10.000,0.000
2015041110,50.000,10.000,0.000
2015041111,55.000,10.000,0.000
2015041112,59.000,10.000,0.000
2015041113,58.000,10.000,0.000
2015041114,59.000,10.000,0.000
2015041115,60.000,10.000,0.000
2015041116,60.000,10.000,0.000
2015041117,59.000,10.000,0.000
2015041118,60.000,10.000,0.000
2015041119,59.000,10.000,0.000
2015041120,58.000,10.000,0.000
2015041121,57.000,10.000,0.000
2015041122,55.000,10.000,0.000
2015041123,53.000,10.000,0.000
2015041200,51.000,10.000,0.000
2015041201,49.000,10.000,0.000
2015041202,48.000,10.000,0.000
2015041203,46.000,10.000,0.000
2015041204,45.000,10.000,0.000
2015041205,45.000,10.000,0.000
2015041206,46.000,10.000,0.000
2015041207,46.000,10.000,0.000
2015041208,44.000,10.000,0.000
2015041209,44.000,10.000,0.000
2015041210,46.000,10.000,0.000
2015041211,48.000,10.000,0.000
2015041212,51.000,10.000,0.000
2015041213,53.000,10.000,0.000
2015041214,55.000,10.000,0.000
2015041215,57.000,10.000,0.000
2015041216,59.000,10.000,0.000
2015041217,59.000,10.000,0.000
2015041218,60.000,10.000,0.000
2015041219,56.000,10.000,0.000
2015041220,55.000,10.000,0.000
2015041221,53.000,10.000,0.000
2015041222,51.000,10.000,0.000
2015041223,48.000,10.000,0.000
2015041300,47.000,10.000,0.000
2015041301,47.000,10.000,0.000
2015041302,46.000,10.000,0.000
2015041303,44.000,10.000,0.000
2015041304,45.000,10.000,0.000
2015041305,46.000,10.000,0.000
2015041306,46.000,10.000,0.000
2015041307,45.000,10.000,0.000
2015041308,44.000,10.000,0.000
2015041309,44.000,10.000,0.000
2015041310,46.000,10.000,0.000
2015041311,47.000,10.000,0.000
2015041312,50.000,10.000,0.000
2015041313,52.000,10.000,0.000
2015041314,56.000,10.000,0.000
2015041315,57.000,10.000,0.000
2015041316,59.000,10.000,0.000
2015041317,60.000,10.000,0.000
2015041318,61.000,10.000,0.000
2015041319,61.000,10.000,0.000
2015041320,59.000,10.000,0.000
2015041321,59.000,10.000,0.000
2015041322,58.000,10.000,0.000
2015041323,57.000,10.000,0.000
2015041400,53.000,10.000,0.000
2015041401,52.000,10.000,0.000
2015041402,52.000,10.000,0.000
2015041403,51.000,10.000,0.000
2015041404,52.000,10.000,0.000
2015041405,52.000,10.000,0.000
2015041406,50.000,10.000,0.000
2015041407,51.000,10.000,0.000
2015041408,52.000,10.000,0.000
2015041409,51.000,10.000,0.000
2015041410,52.000,10.000,0.000
2015041411,54.000,10.000,None
2015041412,54.000,8.000,0.030
2015041413,57.000,10.000,0.010
2015041414,57.000,10.000,0.000
2015041415,59.000,10.000,0.000
2015041416,61.000,10.000,0.000
2015041417,62.000,10.000,0.000
2015041418,64.000,10.000,0.000
2015041419,65.000,10.000,0.000
2015041420,65.000,10.000,0.000
2015041421,58.000,10.000,0.000
2015041422,57.000,10.000,0.000
2015041423,56.000,10.000,0.000
2015041500,55.000,10.000,0.000
2015041501,55.000,10.000,0.000
2015041502,55.000,10.000,0.000
2015041503,54.000,10.000,0.000
2015041504,51.000,10.000,0.000
2015041505,50.000,10.000,0.000
2015041506,52.000,10.000,0.000
2015041507,53.000,10.000,0.000
2015041508,52.000,10.000,0.000
2015041509,53.000,10.000,0.000
2015041510,53.000,10.000,0.000
2015041511,56.000,10.000,0.000
2015041512,59.000,10.000,0.000
2015041513,60.000,10.000,0.000
2015041514,62.000,10.000,0.000
2015041515,65.000,10.000,0.000
2015041516,67.000,10.000,0.000
2015041517,69.000,10.000,0.000
2015041518,70.000,10.000,0.000
2015041519,70.000,10.000,0.000
2015041520,71.000,10.000,0.000
2015041521,71.000,10.000,0.000
2015041522,69.000,10.000,0.000
2015041523,66.000,10.000,0.000
2015041600,65.000,10.000,0.000
2015041601,62.000,10.000,0.000
2015041602,61.000,10.000,0.000
2015041603,59.000,10.000,0.000
2015041604,57.000,10.000,0.000
2015041605,56.000,10.000,0.000
2015041606,54.000,10.000,0.000
2015041607,52.000,10.000,0.000
2015041608,50.000,10.000,0.000
2015041609,49.000,10.000,0.000
2015041610,49.000,10.000,0.000
2015041611,55.000,10.000,0.000
2015041612,57.000,10.000,0.000
2015041613,58.000,10.000,0.000
2015041614,57.000,10.000,0.000
2015041615,58.000,10.000,0.000
2015041616,58.000,10.000,0.000
2015041617,58.000,10.000,0.000
2015041618,59.000,10.000,0.000
2015041619,59.000,10.000,0.000
2015041620,58.000,10.000,0.000
2015041621,56.000,10.000,0.000
2015041622,51.000,10.000,0.000
2015041623,50.000,10.000,0.000
2015041700,50.000,10.000,0.000
2015041701,50.000,10.000,0.000
2015041702,50.000,10.000,0.000
2015041703,51.000,10.000,0.000
2015041704,52.000,10.000,0.000
2015041705,52.000,10.000,0.000
2015041706,54.000,10.000,0.000
2015041708,54.000,10.000,0.010
2015041709,53.000,8.000,0.080
2015041710,53.000,10.000,0.010
2015041711,52.000,10.000,0.010
2015041712,54.000,10.000,0.000
2015041713,53.000,10.000,0.000
2015041714,53.000,9.100,0.000
2015041715,55.000,10.000,0.000
2015041716,56.000,10.000,0.000
2015041717,61.000,10.000,None
2015041719,67.000,10.000,0.000
2015041720,65.000,10.000,0.000
2015041721,65.000,10.000,0.000
2015041722,62.000,10.000,0.000
2015041723,58.000,10.000,0.000
2015041800,57.000,10.000,0.000
2015041801,57.000,10.000,0.000
2015041802,57.000,10.000,0.000
2015041803,60.000,10.000,0.000
2015041804,62.000,10.000,0.000
2015041805,57.000,10.000,0.000
2015041806,55.000,10.000,0.000
2015041807,58.000,10.000,0.000
2015041808,57.000,10.000,0.000
2015041809,55.000,10.000,0.000
2015041810,51.000,10.000,0.000
2015041811,60.000,10.000,0.000
2015041812,64.000,10.000,0.000
2015041813,66.000,10.000,0.000
2015041814,68.000,10.000,0.000
2015041815,71.000,10.000,0.000
2015041816,71.000,10.000,0.000
2015041817,70.000,10.000,0.000
2015041818,69.000,10.000,0.000
2015041819,66.000,10.000,0.000
2015041820,63.000,10.000,0.000
2015041821,64.000,10.000,0.000
2015041822,61.000,10.000,0.000
2015041823,57.000,10.000,0.000
2015041900,58.000,10.000,0.000
2015041901,63.000,10.000,0.000
2015041902,68.000,10.000,0.000
2015041903,64.000,10.000,0.000
2015041904,62.000,10.000,0.000
2015041905,59.000,10.000,0.000
2015041906,58.000,10.000,0.000
2015041907,55.000,10.000,0.000
2015041908,53.000,10.000,0.000
2015041909,49.000,10.000,0.000
2015041910,50.000,10.000,0.000
2015041911,53.000,10.000,0.000
2015041912,56.000,10.000,0.000
2015041913,56.000,10.000,0.000
2015041914,55.000,10.000,0.000
2015041915,57.000,10.000,0.000
2015041916,56.000,10.000,0.000
2015041917,55.000,10.000,0.000
2015041918,54.000,10.000,0.000
2015041919,54.000,10.000,0.000
2015041920,52.000,10.000,0.000
2015041921,50.000,10.000,0.000
2015041922,49.000,10.000,0.000
2015041923,48.000,10.000,0.000
2015042000,48.000,10.000,0.000
2015042001,48.000,10.000,0.000
2015042002,47.000,10.000,0.000
2015042003,47.000,10.000,0.000
2015042004,47.000,10.000,0.000
2015042008,50.000,10.000,0.000
2015042011,51.000,7.000,None
2015042012,51.000,5.000,0.050
2015042013,52.000,3.333,0.090
2015042014,52.500,2.250,0.080
2015042015,54.000,2.500,0.085
2015042016,57.000,2.500,0.030
2015042017,56.500,2.500,0.050
2015042018,55.000,0.300,0.020
2015042020,53.000,0.000,0.000
2015042021,52.000,0.500,0.000
2015042022,54.000,0.500,0.000
2015042023,55.000,0.100,0.000
2015042100,54.000,0.100,0.000
2015042101,53.000,0.100,0.000
2015042102,53.000,0.100,0.000
2015042103,53.000,0.100,0.000
2015042104,54.000,3.500,0.355
2015042105,52.667,0.500,0.010
2015042106,52.000,2.500,0.020
2015042107,54.000,5.000,0.010
2015042108,53.000,7.000,0.000
2015042109,52.000,6.000,0.010
2015042110,52.000,4.000,0.010
2015042111,55.000,4.000,None
2015042112,57.000,7.000,0.000
2015042113,56.333,6.333,0.017
2015042114,62.000,10.000,0.000
2015042115,65.000,10.000,0.000
2015042116,64.000,10.000,0.000
2015042117,66.000,10.000,0.000
2015042118,66.000,10.000,0.000
2015042119,66.000,10.000,0.000
2015042120,67.000,10.000,0.000
2015042121,66.000,10.000,0.000
2015042122,64.000,10.000,0.000
2015042123,62.000,10.000,0.000
2015042200,58.000,10.000,0.000
2015042201,56.000,10.000,0.000
2015042202,52.000,10.000,0.000
2015042203,50.000,10.000,0.000
2015042204,52.000,10.000,0.000
2015042205,50.000,10.000,0.000
2015042206,52.000,10.000,0.000
2015042207,49.000,10.000,0.000
2015042208,50.000,10.000,0.000
2015042209,49.000,10.000,0.000
2015042210,49.000,10.000,0.000
2015042211,54.000,10.000,0.000
2015042212,59.000,10.000,0.000
2015042213,59.000,10.000,0.000
2015042214,59.000,10.000,0.000
2015042215,61.000,10.000,0.000
2015042216,62.000,10.000,0.000
2015042217,62.000,10.000,0.000
2015042218,59.000,10.000,0.000
2015042219,56.000,10.000,0.000
2015042220,55.333,8.000,0.103
2015042221,54.000,7.000,0.010
2015042222,53.000,9.100,0.040
2015042223,53.000,10.000,None
2015042300,53.000,10.000,0.000
2015042301,52.000,10.000,0.000
2015042302,52.000,10.000,0.000
2015042303,52.000,10.000,0.000
2015042304,49.000,10.000,0.000
2015042305,46.000,10.000,0.000
2015042306,44.000,10.000,0.000
2015042307,44.000,10.000,0.000
2015042308,43.000,10.000,0.000
2015042309,43.000,10.000,0.000
2015042310,43.000,10.000,0.000
2015042311,44.000,10.000,0.000
2015042312,47.000,10.000,0.000
2015042313,48.000,10.000,0.000
2015042314,49.000,10.000,0.000
2015042315,49.000,10.000,0.000
2015042316,51.000,10.000,0.000
2015042317,51.000,10.000,0.000
2015042318,50.000,10.000,0.000
2015042319,50.000,10.000,0.000
2015042320,49.000,10.000,0.000
2015042322,48.000,10.000,0.000
2015042323,47.000,10.000,0.000
2015042400,45.000,10.000,0.000
2015042401,45.000,10.000,0.000
2015042402,44.000,10.000,0.000
2015042403,43.000,10.000,0.000
2015042404,42.000,10.000,0.000
2015042405,42.000,10.000,0.000
2015042406,41.000,10.000,0.000
2015042407,40.000,10.000,0.000
2015042408,39.000,10.000,0.000
2015042409,40.000,10.000,0.000
2015042410,40.000,10.000,0.000
2015042411,40.000,10.000,0.000
2015042412,40.000,10.000,0.000
2015042413,43.000,10.000,0.000
2015042414,45.000,10.000,0.000
2015042415,45.000,10.000,0.000
2015042416,48.000,10.000,0.000
2015042417,49.000,10.000,0.000
2015042418,50.000,10.000,0.000
2015042419,52.000,10.000,0.000
2015042420,51.000,10.000,0.000
2015042421,50.000,10.000,0.000
2015042422,47.000,10.000,0.000
2015042423,45.000,10.000,0.000
2015042500,43.000,10.000,0.000
2015042501,42.000,10.000,0.000
2015042502,41.000,10.000,0.000
2015042503,41.000,10.000,0.000
2015042504,40.000,10.000,0.000
2015042505,40.000,10.000,0.000
2015042506,39.000,10.000,0.000
2015042507,39.000,10.000,0.000
2015042508,39.000,10.000,0.000
2015042509,39.000,10.000,0.000
2015042510,40.000,10.000,0.000
2015042511,42.000,10.000,0.000
2015042512,45.000,10.000,0.000
2015042513,48.000,10.000,0.000
2015042514,50.000,10.000,0.000
2015042515,52.000,10.000,0.000
2015042516,54.000,10.000,0.000
2015042517,56.000,10.000,0.000
2015042518,58.000,10.000,0.000
2015042519,58.000,10.000,0.000
2015042520,56.000,10.000,0.000
2015042521,51.000,10.000,0.000
2015042522,51.000,10.000,0.000
2015042523,49.000,10.000,0.000
2015042600,49.000,10.000,0.000
2015042601,47.000,10.000,0.000
2015042602,46.000,10.000,0.000
2015042603,47.000,10.000,0.000
2015042604,45.000,10.000,0.000
2015042605,44.000,10.000,0.000
2015042606,48.000,10.000,0.000
2015042607,46.000,10.000,0.000
2015042608,45.000,10.000,0.000
2015042609,44.000,10.000,0.000
2015042610,46.000,10.000,0.000
2015042611,49.000,10.000,0.000
2015042612,53.000,10.000,0.000
2015042613,56.000,10.000,0.000
2015042614,58.000,10.000,0.000
2015042615,54.000,10.000,0.000
2015042616,56.000,10.000,0.000
2015042617,57.000,10.000,0.000
2015042618,58.000,10.000,0.000
2015042619,57.000,10.000,0.000
2015042620,53.000,10.000,0.000
2015042621,52.000,10.000,0.000
2015042622,53.000,10.000,0.000
2015042623,52.000,10.000,0.000
2015042700,51.000,10.000,0.000
2015042701,55.000,10.000,0.000
2015042702,55.000,10.000,0.000
2015042703,53.000,10.000,0.000
2015042704,52.000,10.000,0.000
2015042705,51.000,10.000,0.000
2015042706,51.000,10.000,0.000
2015042707,50.000,10.000,0.000
2015042708,49.000,10.000,0.000
2015042709,50.000,10.000,0.000
2015042710,50.000,10.000,0.000
2015042711,51.000,10.000,0.000
2015042712,52.000,10.000,0.000
2015042713,55.000,10.000,0.000
2015042714,58.000,10.000,0.000
2015042715,60.000,10.000,0.000
2015042716,59.000,10.000,0.000
2015042717,60.000,10.000,0.000
2015042718,61.000,10.000,0.000
2015042719,61.000,10.000,0.000
2015042720,62.000,10.000,0.000
2015042721,62.000,10.000,0.000
2015042722,60.000,10.000,0.000
2015042723,59.000,10.000,0.000
2015042800,59.000,10.000,0.000
2015042801,57.000,10.000,0.000
2015042802,56.000,10.000,0.000
2015042803,55.000,10.000,0.000
2015042804,53.000,10.000,0.000
2015042805,53.000,10.000,0.000
2015042806,53.000,10.000,0.000
2015042807,52.000,10.000,0.000
2015042808,51.000,10.000,0.000
2015042809,51.000,10.000,0.000
2015042810,52.000,10.000,0.000
2015042811,55.000,10.000,0.000
2015042812,56.000,10.000,0.000
2015042813,58.000,10.000,0.000
2015042814,61.000,10.000,0.000
2015042815,63.000,10.000,0.000
2015042816,64.000,10.000,0.000
2015042817,67.000,10.000,0.000
2015042818,70.000,10.000,0.000
2015042819,70.000,10.000,0.000
2015042820,71.000,10.000,0.000
2015042821,57.000,10.000,0.000
2015042822,54.000,10.000,0.000
2015042823,53.000,10.000,0.000
2015042900,53.000,10.000,0.000
2015042901,54.000,10.000,0.000
2015042902,60.000,10.000,0.000
2015042903,60.000,10.000,0.000
2015042904,58.000,10.000,0.000
2015042905,59.000,10.000,0.000
2015042906,59.000,10.000,0.000
2015042907,57.000,10.000,0.000
2015042908,57.000,10.000,0.000
2015042909,57.000,10.000,0.000
2015042910,58.000,10.000,0.000
2015042911,61.000,10.000,0.000
2015042912,64.000,10.000,0.000
2015042913,67.000,10.000,0.000
2015042914,70.000,10.000,0.000
2015042915,70.000,10.000,0.000
2015042916,74.000,10.000,0.000
2015042917,74.000,10.000,0.000
2015042918,73.000,10.000,0.000
2015042919,73.000,10.000,0.000
2015042920,67.000,10.000,0.000
2015042921,65.000,10.000,0.000
2015042922,63.000,10.000,0.000
2015042923,59.000,10.000,0.000
2015043000,58.000,10.000,0.000
2015043001,54.000,10.000,0.000
2015043002,52.000,10.000,0.000
2015043003,51.000,10.000,0.000
2015043004,51.000,10.000,0.000
2015043005,50.000,10.000,0.000
2015043006,50.000,10.000,0.000
2015043007,49.000,10.000,0.000
2015043008,49.000,10.000,0.000
2015043009,49.000,10.000,0.000
2015043010,50.000,10.000,0.000
2015043011,54.000,10.000,0.000
2015043012,57.000,10.000,0.000
2015043013,60.000,10.000,0.000
2015043014,60.000,10.000,0.000
2015043015,60.000,10.000,0.000
2015043016,60.000,10.000,0.000
2015043017,60.000,10.000,0.000
2015043018,60.000,10.000,0.000
2015043019,58.000,10.000,0.000
2015043020,57.000,10.000,0.000
2015043021,56.000,10.000,0.000
2015043022,53.000,10.000,0.000
2015043023,52.000,10.000,0.000
2015050100,51.000,10.000,0.000
2015050101,50.000,10.000,0.000
2015050102,50.000,10.000,0.000
2015050103,51.000,10.000,0.000
2015050104,51.000,10.000,0.000
2015050105,50.000,10.000,0.000
2015050106,50.000,10.000,0.000
2015050107,50.000,10.000,0.000
2015050108,50.000,10.000,0.000
2015050109,48.000,10.000,0.000
2015050110,50.000,10.000,0.000
2015050111,50.000,10.000,0.000
2015050112,53.000,10.000,0.000
2015050113,55.000,10.000,0.000
2015050114,50.000,10.000,0.000
2015050115,54.000,10.000,0.000
2015050116,55.000,10.000,0.000
2015050117,53.000,10.000,0.000
2015050118,54.000,10.000,0.000
2015050119,53.000,10.000,0.000
2015050120,52.000,10.000,0.000
2015050121,51.000,10.000,0.000
2015050122,49.000,10.000,0.000
2015050123,49.000,10.000,0.000
2015050200,47.000,10.000,0.000
2015050201,48.000,10.000,0.000
2015050202,48.000,10.000,0.000
2015050203,47.000,10.000,0.000
2015050204,47.000,10.000,0.000
2015050205,47.000,10.000,0.000
2015050206,48.000,10.000,0.000
2015050207,46.000,10.000,0.000
2015050208,47.000,10.000,0.000
2015050209,45.000,10.000,0.000
2015050210,47.000,10.000,0.000
2015050211,51.000,10.000,0.000
2015050212,54.000,10.000,0.000
2015050213,56.000,10.000,0.000
2015050214,55.000,10.000,0.000
2015050215,58.000,10.000,0.000
2015050216,60.000,10.000,0.000
2015050217,57.000,10.000,0.000
2015050218,55.000,10.000,0.000
2015050219,55.000,10.000,0.000
2015050220,54.000,10.000,0.000
2015050221,53.000,10.000,0.000
2015050222,51.000,10.000,0.000
2015050223,49.000,10.000,0.000
2015050300,49.000,10.000,0.000
2015050301,49.000,10.000,0.000
2015050302,50.000,10.000,0.000
2015050303,49.000,10.000,0.000
2015050304,48.000,10.000,0.000
2015050305,48.000,10.000,0.000
2015050306,48.000,10.000,0.000
2015050307,47.000,10.000,0.000
2015050308,47.000,10.000,0.000
2015050309,47.000,10.000,0.000
2015050310,50.000,10.000,0.000
2015050311,54.000,10.000,0.000
2015050312,56.000,10.000,0.000
2015050313,58.000,10.000,0.000
2015050314,60.000,10.000,0.000
2015050315,62.000,10.000,0.000
2015050316,63.000,10.000,0.000
2015050317,64.000,10.000,0.000
2015050318,65.000,10.000,0.000
2015050319,66.000,10.000,0.000
2015050320,63.000,10.000,0.000
2015050321,60.000,10.000,0.000
2015050322,59.000,10.000,0.000
2015050323,57.000,10.000,0.000
2015050400,57.000,10.000,0.000
2015050401,56.000,10.000,0.000
2015050402,54.000,10.000,0.000
2015050403,53.000,10.000,0.000
2015050404,52.000,10.000,0.000
2015050405,51.000,10.000,0.000
2015050406,50.000,8.000,0.000
2015050407,51.000,10.000,0.000
2015050408,50.000,10.000,0.000
2015050409,51.000,8.000,0.000
2015050410,54.000,10.000,0.000
2015050411,58.000,10.000,0.000
2015050412,61.000,10.000,0.000
2015050413,65.000,10.000,0.000
2015050414,67.000,10.000,0.000
2015050415,70.000,10.000,0.000
2015050416,72.000,10.000,0.000
2015050417,73.000,10.000,0.000
2015050418,74.000,10.000,0.000
2015050419,73.000,10.000,0.000
2015050420,71.000,10.000,0.000
2015050421,69.000,10.000,0.000
2015050422,67.000,10.000,0.000
2015050423,64.000,10.000,0.000
2015050500,64.000,10.000,0.000
2015050501,62.000,10.000,0.000
2015050502,60.000,10.000,0.000
2015050503,58.000,10.000,0.000
2015050504,59.000,10.000,0.000
2015050505,58.000,10.000,0.000
2015050506,57.000,10.000,0.000
2015050507,56.000,10.000,0.000
2015050508,56.000,10.000,0.000
2015050509,56.000,10.000,0.000
2015050510,58.000,10.000,0.000
2015050511,65.000,10.000,0.000
2015050512,67.000,10.000,0.000
2015050513,73.000,10.000,0.000
